Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot12,"Феликс Лопатин",normal,31,Completed,"Anesthesia","Zone prapor_022_area_2","1","15:52:46","15:53:50",
Bot12,"Феликс Лопатин",normal,31,Failed,"Anesthesia","Zone prapor_022_area_1","1","15:53:55","15:56:31",
Bot13,"Павел Галёркин",normal,23,Failed,"Colleagues - Part 2","Item Surgery kit marked with a blue symbol","1","15:52:47","15:52:57",
Bot13,"Павел Галёркин",normal,23,Completed,"Colleagues - Part 2","Item Marked Ophthalmoscope","1","15:53:02","15:57:01",
Bot13,"Павел Галёркин",normal,23,Failed,"West Cottage","West Cottage: Objective #1","3","15:57:06","16:01:34",
Bot13,"Павел Галёркин",normal,23,Completed,"Sanitar's House","Sanitar's House: Objective #1","3","16:01:39","16:02:34",
Bot13,"Павел Галёркин",normal,23,Completed,"Bus Terminal","Bus Terminal: Objective #3","2","16:02:39","16:04:53",
Bot13,"Павел Галёркин",normal,23,Completed,"Bus Terminal","Bus Terminal: Objective #2","3","16:04:58","16:05:39",
Bot13,"Павел Галёркин",normal,23,Completed,"Bus Terminal","Bus Terminal: Objective #1","1","16:05:44","16:05:57",
Bot13,"Павел Галёркин",normal,23,Failed,"Resort West Wing 1st Floor","Resort West Wing 1st Floor: Objective #4","1","16:06:03","16:06:39",
Bot18,"Феоктист Ботан (Oscar)",normal,1,Completed,"West Cottage","West Cottage: Objective #1","3","15:55:42","15:57:10",
Bot18,"Феоктист Ботан (Oscar)",normal,1,Failed,"Cabins","Cabins: Objective #6","1","15:57:15","15:59:33",
Bot18,"Феоктист Ботан (Oscar)",normal,1,Failed,"Cabins","Cabins: Objective #5","1","15:57:44","15:59:33",
Bot18,"Феоктист Ботан (Oscar)",normal,1,Failed,"Cabins","Cabins: Objective #2","1","15:58:05","15:59:33",
Bot18,"Феоктист Ботан (Oscar)",normal,1,Failed,"Cabins","Cabins: Objective #3","1","15:58:29","15:59:33",
Bot18,"Феоктист Ботан (Oscar)",normal,1,Failed,"Cabins","Cabins: Objective #4","1","15:58:49","15:59:33",
Bot18,"Феоктист Ботан (Oscar)",normal,1,Failed,"Cabins","Cabins: Objective #7","1","15:59:13","15:59:33",
Bot19,"Гоги Сопля (Mickey)",normal,1,Completed,"Cottage Garage","Cottage Garage: Objective #1","1","15:55:51","15:57:38",
Bot19,"Гоги Сопля (Mickey)",normal,1,Failed,"West Cottage","West Cottage: Objective #1","2","15:57:43","16:00:21",
Bot21,"Борис Шашлыки (Alexander)",normal,1,Failed,"Resort West Wing 2nd Floor","Resort West Wing 2nd Floor: Objective #5","1","15:55:51","15:57:49",
Bot24,"Пётр Шабалин",normal,9,Failed,"Cabins","Cabins: Objective #6","1","15:59:16","15:59:22",
Bot25,"Ярик Саранск (Dewayne)",normal,1,Failed,"Power Station","Power Station: Objective #1","1","15:59:36","15:59:48",
Bot25,"Ярик Саранск (Dewayne)",normal,1,Completed,"Power Station","Power Station: Objective #3","1","15:59:54","16:00:20",
Bot25,"Ярик Саранск (Dewayne)",normal,1,Completed,"Power Station","Power Station: Objective #2","1","16:00:25","16:00:29",
Bot25,"Ярик Саранск (Dewayne)",normal,1,Failed,"Resort East Wing 3rd Floor","Resort East Wing 3rd Floor: Objective #7","1","16:00:34","16:02:12",
Bot25,"Ярик Саранск (Dewayne)",normal,1,Failed,"Resort East Wing 3rd Floor","Resort East Wing 3rd Floor: Objective #6","1","16:02:17","16:02:22",
Bot25,"Ярик Саранск (Dewayne)",normal,1,Failed,"Resort East Wing 3rd Floor","Resort East Wing 3rd Floor: Objective #8","1","16:02:28","16:02:33",
Bot25,"Ярик Саранск (Dewayne)",normal,1,Failed,"Resort East Wing 3rd Floor","Resort East Wing 3rd Floor: Objective #5","1","16:02:38","16:02:38",
Bot25,"Ярик Саранск (Dewayne)",normal,1,Failed,"Resort East Wing 3rd Floor","Resort East Wing 3rd Floor: Objective #4","1","16:02:43","16:02:59",
Bot25,"Ярик Саранск (Dewayne)",normal,1,Failed,"Resort East Wing 3rd Floor","Resort East Wing 3rd Floor: Objective #9","1","16:03:05","16:03:15",
Bot25,"Ярик Саранск (Dewayne)",normal,1,Completed,"Resort East Wing 3rd Floor","Resort East Wing 3rd Floor: Objective #3","1","16:03:20","16:04:10",
Bot25,"Ярик Саранск (Dewayne)",normal,1,Failed,"Resort East Wing 3rd Floor","Resort East Wing 3rd Floor: Objective #2","1","16:04:15","16:04:19",
Bot25,"Ярик Саранск (Dewayne)",normal,1,Failed,"Resort East Wing 3rd Floor","Resort East Wing 3rd Floor: Objective #1","1","16:04:24","16:04:25",
Bot25,"Ярик Саранск (Dewayne)",normal,1,Failed,"Resort West Wing 2nd Floor","Resort West Wing 2nd Floor: Objective #6","1","16:04:30","16:05:29",
Bot25,"Ярик Саранск (Dewayne)",normal,1,Failed,"Resort West Wing 2nd Floor","Resort West Wing 2nd Floor: Objective #7","1","16:05:35","16:05:52",
Bot25,"Ярик Саранск (Dewayne)",normal,1,Failed,"Resort West Wing 2nd Floor","Resort West Wing 2nd Floor: Objective #3","1","16:05:57","16:06:48",
Bot26,"Артемий Голумбовский",normal,5,Failed,"Pier","Pier: Objective #2","1","15:59:54","16:01:13",
Bot28,"Emile Gilchrist",normal,13,Failed,"Power Station","Power Station: Objective #1","1","16:00:33","16:01:32",
Bot28,"Emile Gilchrist",normal,13,Completed,"Power Station","Power Station: Objective #2","1","16:01:37","16:01:48",
Bot28,"Emile Gilchrist",normal,13,Completed,"Power Station","Power Station: Objective #3","1","16:01:53","16:02:09",
Bot28,"Emile Gilchrist",normal,13,Completed,"Power Station Sniping 2","Power Station Sniping 2: Objective #1","2","16:02:14","16:04:50",
Bot28,"Emile Gilchrist",normal,13,Active,"Resort Sniping","Resort Sniping: Objective #1","4","16:04:55","N/A",
Bot29,"Tyree Dambrosio",normal,27,Failed,"Power Station Sniping","Power Station Sniping: Objective #3","1","16:00:44","16:02:14",
Bot30,"Женя Легаш (Reyes)",normal,1,Completed,"Radio Tower","Radio Tower: Objective #1","2","16:01:27","16:02:52",
Bot30,"Женя Легаш (Reyes)",normal,1,Failed,"Smuggler's Base Lower","Smuggler's Base Lower: Objective #1","1","16:02:57","16:04:00",
Bot30,"Женя Легаш (Reyes)",normal,1,Completed,"Smuggler's Base Lower","Smuggler's Base Lower: Objective #2","1","16:04:06","16:04:27",
Bot30,"Женя Легаш (Reyes)",normal,1,Completed,"Smuggler's Base Lower","Smuggler's Base Lower: Objective #3","1","16:04:32","16:04:52",
Bot30,"Женя Легаш (Reyes)",normal,1,Completed,"Smuggler's Base Lower","Smuggler's Base Lower: Objective #4","1","16:04:57","16:05:04",
Bot30,"Женя Легаш (Reyes)",normal,1,Completed,"Smuggler's Base Lower","Smuggler's Base Lower: Objective #5","1","16:05:09","16:07:12",
Bot30,"Женя Легаш (Reyes)",normal,1,Completed,"Smuggler's Base Lower","Smuggler's Base Lower: Objective #6","1","16:07:17","16:07:34",
Bot30,"Женя Легаш (Reyes)",normal,1,Completed,"Smuggler's Base Lower","Smuggler's Base Lower: Objective #8","1","16:07:39","16:08:09",
Bot30,"Женя Легаш (Reyes)",normal,1,Completed,"Smuggler's Base Lower","Smuggler's Base Lower: Objective #7","1","16:08:14","16:08:16",
Bot30,"Женя Легаш (Reyes)",normal,1,Completed,"Smuggler's Base Lower","Smuggler's Base Lower: Objective #9","1","16:08:21","16:08:33",
Bot30,"Женя Легаш (Reyes)",normal,1,Completed,"Smuggler's Base Perimeter","Smuggler's Base Perimeter: Objective #3","2","16:08:38","16:10:51",
Bot30,"Женя Легаш (Reyes)",normal,1,Active,"Smuggler's Base Perimeter","Smuggler's Base Perimeter: Objective #4","2","16:10:56","N/A",
Bot31,"Костыль Чебур (Raymundo)",normal,1,Completed,"Bus Terminal","Bus Terminal: Objective #3","2","16:02:05","16:03:02",
Bot31,"Костыль Чебур (Raymundo)",normal,1,Failed,"Bus Terminal","Bus Terminal: Objective #2","3","16:03:08","16:04:01",
Bot32,"Francis Wommack",normal,25,Completed,"Power Station Sniping","Power Station Sniping: Objective #2","2","16:03:37","16:07:58",
Bot32,"Francis Wommack",normal,25,Completed,"Power Station Sniping","Power Station Sniping: Objective #3","2","16:08:03","16:10:59",
Bot32,"Francis Wommack",normal,25,Active,"Power Station Sniping","Power Station Sniping: Objective #1","2","16:11:04","N/A",
Bot34,"Chong Nader",normal,15,Completed,"Resort West Wing Basement","Resort West Wing Basement: Objective #1","1","16:05:02","16:07:19",
Bot34,"Chong Nader",normal,15,Completed,"Resort Main 2nd Floor","Resort Main 2nd Floor: Objective #4","1","16:07:24","16:07:58",
Bot34,"Chong Nader",normal,15,Completed,"Resort Main 2nd Floor","Resort Main 2nd Floor: Objective #6","1","16:08:03","16:08:32",
Bot34,"Chong Nader",normal,15,Completed,"Resort Main 2nd Floor","Resort Main 2nd Floor: Objective #5","1","16:08:37","16:08:46",
Bot34,"Chong Nader",normal,15,Completed,"Resort Main 2nd Floor","Resort Main 2nd Floor: Objective #2","1","16:08:52","16:09:11",
Bot34,"Chong Nader",normal,15,Completed,"Resort Main 2nd Floor","Resort Main 2nd Floor: Objective #3","1","16:09:16","16:09:26",
Bot34,"Chong Nader",normal,15,Completed,"Resort Main 2nd Floor","Resort Main 2nd Floor: Objective #1","1","16:09:31","16:09:38",
Bot34,"Chong Nader",normal,15,Active,"Sniper Rock Sniping","Sniper Rock Sniping: Objective #2","1","16:09:43","N/A",
Bot35,"Альберт Киприянов",normal,10,Failed,"Gas Station Sniping 2","Gas Station Sniping 2: Objective #2","1","16:06:20","16:06:32",
Bot35,"Альберт Киприянов",normal,10,Failed,"Gas Station Sniping 2","Gas Station Sniping 2: Objective #1","1","16:06:33","16:06:40",
Bot35,"Альберт Киприянов",normal,10,Completed,"Weather Station","Weather Station: Objective #1","2","16:06:41","16:09:56",
Bot35,"Альберт Киприянов",normal,10,Completed,"Weather Station","Weather Station: Objective #2","3","16:10:01","16:10:45",
Bot35,"Альберт Киприянов",normal,10,Active,"Radio Tower","Radio Tower: Objective #1","1","16:10:50","N/A",
Bot36,"Гриша Арбидол (Lawrence)",normal,1,Completed,"Pier","Pier: Objective #2","1","16:07:48","16:08:31",
Bot36,"Гриша Арбидол (Lawrence)",normal,1,Completed,"Pier","Pier: Objective #1","1","16:08:36","16:09:06",
Bot36,"Гриша Арбидол (Lawrence)",normal,1,Completed,"Pier","Pier: Objective #3","1","16:09:11","16:09:38",
Bot36,"Гриша Арбидол (Lawrence)",normal,1,Active,"Weather Station","Weather Station: Objective #1","1","16:09:43","N/A",
Bot37,"Micheal Connery",normal,18,Active,"Crane Sniping","Crane Sniping: Objective #1","1","16:11:09","N/A",
Bot38,"Emit Faulks",normal,20,Active,"Radio Tower","Radio Tower: Objective #1","1","16:11:09","N/A",
