Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot8,"Mac John",normal,16,Completed,"Search Mission","Zone pr_scout_base","1","19:25:17","19:25:31",
Bot8,"Mac John",normal,16,Failed,"Search Mission","Zone pr_scout_col","1","19:25:36","19:25:46",
Bot9,"Damian Quick",normal,2,Archived,"Scav Town","Scav Town: Objective #5","3","19:22:14","19:24:35",
Bot9,"Damian Quick",normal,2,Archived,"Scav Town","Scav Town: Objective #1","3","19:24:40","19:25:35",
Bot9,"Damian Quick",normal,2,Archived,"Scav Town","Scav Town: Objective #2","1","19:25:40","19:26:00",
Bot9,"Damian Quick",normal,2,Archived,"Scav Town","Scav Town: Objective #4","2","19:26:05","19:26:42",
Bot9,"Damian Quick",normal,2,Archived,"Scav Town","Scav Town: Objective #3","2","19:26:47","19:27:35",
Bot9,"Damian Quick",normal,2,Pending,"VEX Beach","VEX Beach: Objective #1","1","19:27:40","N/A",
Bot9,"Damian Quick",normal,2,Completed,"Introduction","Item Encrypted message","1","19:28:12","19:30:51",
Bot9,"Damian Quick",normal,2,Completed,"Introduction","Zone huntsman_001","1","19:30:56","19:31:06",
Bot9,"Damian Quick",normal,2,Completed,"The Survivalist Path - Thrifty","Zone huntsman_005_1","2","19:31:11","19:32:40",
Bot9,"Damian Quick",normal,2,Completed,"The Survivalist Path - Thrifty","Zone huntsman_005_2","2","19:32:45","19:36:19",
Bot9,"Damian Quick",normal,2,Completed,"Sawmill Marked Circle","Sawmill Marked Circle: Objective #1","1","19:36:24","19:37:27",
Bot9,"Damian Quick",normal,2,Pending,"Weapon Storage Shack","Weapon Storage Shack: Objective #1","1","19:37:32","N/A",
Bot10,"Len Daniell",normal,38,Completed,"USEC Camp South","USEC Camp South: Objective #3","4","19:22:15","19:23:22",
Bot10,"Len Daniell",normal,38,Completed,"USEC Camp South","USEC Camp South: Objective #2","1","19:23:27","19:23:46",
Bot10,"Len Daniell",normal,38,Completed,"USEC Camp South","USEC Camp South: Objective #1","3","19:23:51","19:24:36",
Bot10,"Len Daniell",normal,38,Completed,"Return the Favor","Zone place_keeper5_1","2","19:24:41","19:27:04",
Bot10,"Len Daniell",normal,38,Completed,"Return the Favor","Zone place_keeper5_2","2","19:27:09","19:28:54",
Bot10,"Len Daniell",normal,38,Completed,"Assessment - Part 2","Zone meh_45_radio_area_mark_1","1","19:28:59","19:30:20",
Bot10,"Len Daniell",normal,38,Completed,"Assessment - Part 2","Zone meh_45_radio_area_mark_2","1","19:30:25","19:34:27",
Bot10,"Len Daniell",normal,38,Failed,"Assessment - Part 2","Zone meh_45_radio_area_mark_3","1","19:34:32","19:34:50",
Bot10,"Len Daniell",normal,38,Completed,"Assessment - Part 2","Zone meh_45_radio_area_mark_4","1","19:34:55","19:37:41",
